Recombination Event Number, Number In .RDP File, Begin, End,Begin, End,Begin, End, Recombinant Sequence(s), Minor Parental Sequence(s), Major Parental Sequence(s), RDP, GENECONV, Bootscan, Maxchi, Chimaera, SiSscan,PhylPro, LARD, 3Seq
 1 ,1, 3920, 1, 3920, 1, 3917, 1,JX275352_Nigeria_Poliovirus-2,KJ170530_Nigeria_Poliovirus-1,JX274999_Nigeria_Poliovirus-2, 2.54508013702036E-186, 3.25009513774546E-172, 7.73349705331514E-178, 7.61189807267604E-46, 5.9733309485955E-46, 1.6539546515393E-54,NS,NS, 2.03638016944854E-266,
 1,,,,,,,,MG212463_Russia_Poliovirus-2,KJ170525_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,FJ517649_Russia_Poliovirus-2,KJ170524_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170522_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170521_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170520_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170519_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170518_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170517_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170515_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170514_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170512_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170509_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170508_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170507_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170506_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170504_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170503_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170501_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170500_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170499_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170498_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170497_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170496_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170495_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170494_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170493_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170492_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170491_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170490_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170489_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170487_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170486_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170483_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170482_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170478_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170476_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170469_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170468_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170464_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170463_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170462_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170458_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170456_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170454_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170447_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170446_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,KJ170445_Nigeria_Sabin-likePoliovirus1,
 1,,,,,,,,,PP506140_Tunisia_Poliovirus-1,
 1,,,,,,,,,OQ286211_United-Kingdom_Poliovirus-1,
 1,,,,,,,,,KJ170532_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170531_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170529_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170528_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170527_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170526_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170524_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170523_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170519_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170509_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170508_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170507_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170506_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170505_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170503_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170500_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170499_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170498_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170497_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170496_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170495_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170494_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170493_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170492_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170491_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170489_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170484_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170482_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170480_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170478_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170477_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170476_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170475_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170470_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170466_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170465_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170457_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170456_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170452_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170447_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170445_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170437_Nigeria_Poliovirus-1,
 1,,,,,,,,,KJ170436_Nigeria_Poliovirus-1,

 2 ,2, 3036, 5624, 3036, 5624, 3033, 5611,MG212481_Russia_Poliovirus-3,ON596438_Nigeria_Poliovirus-2,HQ738302_Madagascar_Enterovirus-C, 1.08611369772379E-186, 1.45831658987813E-169, 1.26287741356578E-171, 1.78658007122965E-61, 2.28037349339519E-52, 2.72299395944321E-77,NS,NS, 7.02323169370648E-281,
 2,,,,,,,,MG212477_Russia_Poliovirus-3[P],,

 3 ,3, 3442, 12, 3442, 12, 3439, 12,^MG212470_Russia_Poliovirus-3,MZ245455_USA_Poliovirus-2,Unknown (JX275206_Nigeria_Poliovirus-2), 2.5234590296221E-184, 6.64233579526407E-171, 3.29321292377417E-181, 8.37836118117158E-52, 1.75961544674745E-52, 1.03915668687215E-48,NS,NS, 2.96635521500822E-298,
 3,,,,,,,,,ON596436_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596425_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596424_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596405_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596404_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596401_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596400_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596399_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596398_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596396_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596392_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596390_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596389_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596388_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596387_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596386_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596385_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596384_Nigeria_Sabin-likePoliovirus2,
 3,,,,,,,,,ON596383_Nigeria_Sabin-likePoliovirus2,
